reading,hanja,unicode,meaning_kw,meaning_tags
혈,孑,U+5B51,외로울,균형
혈,頁,U+9801,머리,균형
혈,絜,U+7D5C,헤아릴,균형
혈,趐,U+8D90,새가 떼로 날,균형
혐,嫌,U+5ACC,싫어할,균형
협,協,U+5354,조화할,균형
협,脅,U+8105,갈빗대,균형
협,脇,U+8107,위협할,균형
형,迥,U+8FE5,막을,균형
형,逈,U+9008,멀,균형
혜,惠,U+60E0,은혜,균형
혜,慧,U+6167,슬기로울,지혜
혜,兮,U+516E,어조사,균형
혜,恵,U+6075,은혜,균형
호,芐,U+8290,,균형
호,芦,U+82A6,지황,균형
호,浩,U+6D69,클,성장
호,澔,U+6F94,넓을,개방
호,號,U+865F,울부짖을,균형
호,号,U+53F7,이름,균형
혹,或,U+6216,혹,균형
혹,惑,U+60D1,미혹할,균형
혹,酷,U+9177,독할,균형
혹,熇,U+7187,뜨거울,균형
혼,婚,U+5A5A,혼인할,균형
혼,混,U+6DF7,섞을,균형
혼,昏,U+660F,어두울,균형
혼,魂,U+9B42,넋,균형
혼,渾,U+6E3E,흐릴,균형
혼,琿,U+743F,아름다운 옥,균형
혼,俒,U+4FD2,완전할,균형
혼,䫟,U+4ADF,,균형
혼,圂,U+5702,뒷간,균형
혼,湣,U+6E63,낚시줄,균형
혼,溷,U+6EB7,어지러울,균형
혼,焜,U+711C,빛날,밝음
혼,閽,U+95BD,문지기,균형
홀,忽,U+5FFD,소흘히 할,균형
홀,惚,U+60DA,황홀할,균형
홀,笏,U+7B0F,홀,균형
홀,囫,U+56EB,온전할,균형
홍,紅,U+7D05,붉을,균형
홍,洪,U+6D2A,큰물,성장
홍,弘,U+5F18,넓을,개방
홍,鴻,U+9D3B,큰 기러기,성장
홍,泓,U+6CD3,깊을,균형
홍,烘,U+70D8,횃불,균형
홍,虹,U+8679,무지개,개방
홍,鉷,U+9277,돌쇠뇌,균형
홍,哄,U+54C4,떠들썩할,균형
홍,汞,U+6C5E,수은,균형
홍,訌,U+8A0C,무너질,균형
홍,晎,U+664E,날 밝으려 할,밝음
홍,澒,U+6F92,수은,균형
홍,篊,U+7BCA,홈통,개방
홍,鬨,U+9B28,싸울,균형
화,和,U+548C,화할,균형
화,話,U+8A71,말할,균형
화,畫,U+756B,그림,균형
화,華,U+83EF,꽃,균형
화,嬅,U+5B05,여자 이름,균형
화,樺,U+6A3A,자작나무,균형
화,譁,U+8B41,시끄러울,균형
화,靴,U+9774,신,균형
화,澕,U+6F95,,균형
화,俰,U+4FF0,화할,균형
화,嘩,U+5629,떠들썩할,균형
화,驊,U+9A4A,준마,균형
화,龢,U+9FA2,풍류 조화될,균형
화,畵,U+7575,그림,균형
확,確,U+78BA,굳을,강인함
확,穫,U+7A6B,벼 벨,균형
확,擴,U+64F4,넓힐,개방
확,廓,U+5ED3,클,성장
확,攫,U+652B,붙잡을,균형
확,矍,U+77CD,두리번거릴,균형
확,矡,U+77E1,호미,균형
확,礭,U+792D,회초리,균형
확,鑊,U+944A,가마,균형
확,碻,U+78BB,굳을,강인함
활,活,U+6D3B,살,균형
활,闊,U+95CA,트일,밝음
활,滑,U+6ED1,미끄러울,균형
활,猾,U+733E,교활할,균형
활,豁,U+8C41,뚫린 골,균형
활,蛞,U+86DE,괄태충,균형
활,濶,U+6FF6,,균형
황,黃,U+9EC3,누를,균형
황,皇,U+7687,임금,균형
황,況,U+6CC1,하물며,균형
황,荒,U+8352,거칠,균형
황,慌,U+614C,어렴풋할,균형
황,湟,U+6E5F,해자,밝음
황,潢,U+6F62,웅덩이,균형
황,篁,U+7BC1,대숲,균형
황,簧,U+7C27,혀,균형
황,蝗,U+8757,누리,균형
황,遑,U+9051,허둥거릴,균형
황,隍,U+968D,해자,밝음
황,楻,U+697B,,균형
황,喤,U+55A4,어린아이 울음,균형
황,怳,U+6033,멍할,균형
황,瑝,U+745D,옥 소리,균형
황,肓,U+8093,명치 끝,밝음
황,貺,U+8CBA,줄,균형
황,晃,U+6643,밝을,밝음
황,晄,U+6644,밝을,밝음
회,回,U+56DE,돌,균형
회,會,U+6703,모일,밝음
회,悔,U+6094,뉘우칠,균형
회,懷,U+61F7,품을,균형
회,繪,U+7E6A,그림,균형
회,絵,U+7D75,,균형
회,会,U+4F1A,모일,밝음
획,獲,U+7372,얻을,균형
획,劃,U+5283,쪼갤,균형
획,画,U+753B,그을,균형
획,嚄,U+5684,외칠,균형
횡,橫,U+6A6B,가로,균형
횡,鐄,U+9404,종,균형
횡,宖,U+5B96,집 울릴,균형
횡,澋,U+6F8B,물이 빙 돌,균형
횡,鈜,U+921C,쇳소리,균형
횡,黌,U+9ECC,글방,개방
효,孝,U+5B5D,효도,균형
효,效,U+6548,본받을,균형
효,曉,U+66C9,새벽,균형
효,効,U+52B9,본받을,균형
후,後,U+5F8C,뒤,균형
후,厚,U+539A,두터울,균형
후,侯,U+4FAF,과녁,균형
후,候,U+5019,물을,균형
훈,訓,U+8A13,가르칠,균형
훈,勳,U+52F3,공,균형
훈,焄,U+7104,연기에 그을릴,균형
훈,熏,U+718F,연기 낄,균형
훈,薰,U+85B0,향불,균형
훈,壎,U+58CE,진나팔,균형
훈,燻,U+71FB,연기 낄,균형
훈,鑂,U+9442,금빛 투색할,밝음
훈,暈,U+6688,무리,균형
훈,纁,U+7E81,분홍빛,밝음
훈,煇,U+7147,지질,균형
훈,薫,U+85AB,향내,균형
훈,曛,U+66DB,삭양 빛,밝음
훈,獯,U+736F,오랑캐 이름,균형
훈,葷,U+8477,매운 채소,균형
훼,毁,U+6BC1,헐,균형
훼,喙,U+5599,부리,균형
훼,毀,U+6BC0,헐,균형
훼,𠦄,U+20984,,균형
훼,燬,U+71EC,불,균형
훼,芔,U+8294,풀,균형
훼,虺,U+867A,살무사,균형
훼,卉,U+5349,풀,균형
휘,揮,U+63EE,휘두를,밝음
휘,輝,U+8F1D,빛날,밝음
휘,彙,U+5F59,무리,균형
휘,徽,U+5FBD,아름다울,균형
휘,暉,U+6689,빛,밝음
휘,煇,U+7147,빛날,밝음
휘,諱,U+8AF1,꺼릴,균형
휘,麾,U+9EBE,대장기,강인함
휘,煒,U+7152,벌그레할,균형
휘,撝,U+649D,찣을,균형
휘,翬,U+7FEC,훨훨 날,균형
휴,休,U+4F11,쉴,균형
휴,携,U+643A,끌,균형
휴,烋,U+70CB,경사로울,균형
휴,畦,U+7566,밭두둑,균형
휴,虧,U+8667,이지러질,균형
휴,庥,U+5EA5,,균형
휴,咻,U+54BB,떠들,균형
휴,隳,U+96B3,무너뜨릴,균형
휴,髹,U+9AF9,옻칠할,균형
휴,鵂,U+9D42,수리부엉이,균형
흉,凶,U+51F6,흉할,균형
흉,胸,U+80F8,가슴,균형
흉,兇,U+5147,흉악할,균형
흉,匈,U+5308,오랑캐,균형
흉,洶,U+6D36,물살세찰,균형
흉,恟,U+605F,두려워할,균형
흉,胷,U+80F7,가슴,균형
흑,黑,U+9ED1,검을,균형
흡,吸,U+5438,숨 들이쉴,균형
흡,洽,U+6D3D,윤태하게 할,균형
흡,恰,U+6070,마치,균형
흡,翕,U+7FD5,합할,균형
흡,噏,U+564F,숨 들이쉴,균형
흡,歙,U+6B59,줄일,밝음
흡,潝,U+6F5D,빨리 흐르는 소리,균형
흡,翖,U+7FD6,합할,균형
흥,興,U+8208,일,밝음
희,希,U+5E0C,바랄,균형
희,喜,U+559C,기뻐할,균형
희,稀,U+7A00,드물,균형
희,戲,U+6232,탄식할,균형
희,憘,U+6198,기쁠,균형
희,犧,U+72A7,희생,균형
희,噫,U+566B,탄식할,균형
희,熙,U+7199,빛날,밝음
희,烯,U+70EF,,균형
희,暿,U+66BF,웃을,균형
희,譆,U+8B46,,균형
희,㜯,U+372F,,균형
희,咥,U+54A5,허허 웃을,균형
희,唏,U+550F,슬퍼할,균형
희,嘻,U+563B,웃을,균형
희,悕,U+6095,슬퍼할,균형
희,欷,U+6B37,흐느낄,균형
희,燹,U+71F9,들불,균형
